dialog_id,title,turn_count,turn,author,text,N-gram labels,Cosine label,All labels,Intersection,Union (without disambiguities)
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,"In other words, does it serve a purpose in some way when you find yourself doing it.",,,,,
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,"Yes, this could well be an expression of anxiety, or maybe some type of coping skill you have developed over the years to deal with stressful situations.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,Yet it sounds like you have developed a sort of knee-jerk behavioral conditioning that causes you to do this behavior during specific (or perhaps even non-specific) circumstances.,"['Simple Reflection', 'Complex Reflection']",,"['Simple Reflection', 'Complex Reflection']",,
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,Do you think it is a self-soothing behavior?,,,,,
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,Do you feel good after you have done it?,,Closed Question,['Closed Question'],,Closed Question
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,"The behavior itself is likely causing some form of slow physical damage, so I would recommend you have yourself checked by a doctor, to rule out any injury.",,,,,
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,"If none exists, this obviously doesn't excuse the behavior, it just says that for the moment luck is on your side.When we do any behavior of any kind, it is good to ask if what we are doing has merit or value.",,,,,
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,"Is the behavior helping us to solve our problem, or is it merely creating yet another problem by doing the behavior in the first place.",,,,,
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,"In the same way that a person might drink excessively because they are stressed and need to cope with some unresolved issue, when they are done drinking the original problem will still likely be there, but now they are intoxicated.",,,,,
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,No closer to solving the issue.,,,,,
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,"When we deal with things like anxiety or depression, we need to do things that work on dealing with the symptoms, but also get to the root issue that created those feelings and find effective solutions.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,"So the things we do to cope with life events need to not be ones that cause us harm, but rather support us as we move forward and work to deal with what life throws at us.Sometimes seeking support from a friend or a counselor is a good idea.",,Give Information,['Give Information'],,Give Information
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,"Being given the opportunity to express your feelings about what is going on around you and getting feedback and insight from others is much more effective than actions of self-harm, wouldn't you agree?",['Give Information'],,['Give Information'],,Give Information
counsel_chat | 494,How can I help myself and change my behavior?,2,2,listener,"So I would encourage you to find a counselor or a trusted friend who can help you find positive behaviors you can take to deal with your feelings, as you also work to find the answers to the day to day issues of living a life filled with promise and opportunity.Reach out if you need help...there will likely be a hand there waiting for you.","['Advise with Permission', 'Advise without Permission']",Advise without Permission,"['Advise with Permission', 'Advise without Permission']",Advise without Permission,Advise without Permission
counsel_chat | 495,How can I help myself and change my behavior?,2,1,speaker,"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why,    I have anxiety and I had a rough childhood but now I'll start to hit my head and sometimes not realize it but I don't know how to stop or even why I'm doing it.    How can I help myself to change my behavior?",,,,,
counsel_chat | 495,How can I help myself and change my behavior?,2,2,listener,"The best way to handle anxiety of this level is with a combination of appropriate medication given to you by a medical doctor, and therapy to help you understand the thoughts, feelings, and behaviors that are causing the anxiety.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 495,How can I help myself and change my behavior?,2,2,listener,This is not something that anyone should just “white knuckle” and try to get through on their own with no help.,['Give Information'],,['Give Information'],,Give Information
counsel_chat | 495,How can I help myself and change my behavior?,2,2,listener,Cognitive Behavioral Therapy is a technique that has been proven helpful for depression and anxiety.,,Give Information,['Give Information'],,Give Information
counsel_chat | 495,How can I help myself and change my behavior?,2,2,listener,This takes a therapist trained in CBT.,,,,,
counsel_chat | 495,How can I help myself and change my behavior?,2,2,listener,"You will learn to recognize when and why you perform the behavior of hitting your head, help you deal with the underlying cause of this, and replace the behavior with a more positive behavior.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 495,How can I help myself and change my behavior?,2,2,listener,You'll learn coping skills.You mention having a rough childhood.,,,,,
counsel_chat | 495,How can I help myself and change my behavior?,2,2,listener,"Anyone who has experienced trauma like this, especially long-term ongoing trauma from abuse of any kind, definitely does not need ""exposure therapy"", which is what is recommended for phobias.",,,,,
counsel_chat | 495,How can I help myself and change my behavior?,2,2,listener,You need a therapist trained specifically in trauma informed therapy.You are on the right path by recognizing there is an issue and what it is.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 495,How can I help myself and change my behavior?,2,2,listener,Good luck with your healing journey!,,Support,['Support'],,Support
